"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorEqual record1Value","[0] SongNameComparatorEqual record2Value","[0] SongNameComparatorEqual record1PreprocessedValue","[0] SongNameComparatorEqual record2PreprocessedValue","[0] SongNameComparatorEqual similarity","[0] SongNameComparatorEqual postproccesedSimilarity","[1] SongArtistsComparatorToken record1Value","[1] SongArtistsComparatorToken record2Value","[1] SongArtistsComparatorToken record1PreprocessedValue","[1] SongArtistsComparatorToken record2PreprocessedValue","[1] SongArtistsComparatorToken similarity","[1] SongArtistsComparatorToken postproccesedSimilarity"
"LinearCombinationMatchingRule","spotify_304","musicbrainz_29851","0.0",,"the streets of whiterun","thrak (2015 mix)","the streets of whiterun","thrak (2015 mix)","0.0","0.0","jeremy soule","king crimson","jeremy soule","king crimson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5235","musicbrainz_5285","0.0",,"no chains","no ulterior motives","no chains","no ulterior motives","0.0","0.0","kb","walk off the earth","kb","walk off the earth","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15344","musicbrainz_19070","0.0",,"good nights (feat. mascolo)","go (bloodpop remix)","good nights (feat. mascolo)","go (bloodpop remix)","0.0","0.0","whethan,  mascolo","grimes","whethan,  mascolo","grimes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7437","musicbrainz_29586","0.0",,"throwin' parties","thread","throwin' parties","thread","0.0","0.0","hunter phelps","flyleaf","hunter phelps","flyleaf","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18615","musicbrainz_20900","0.0",,"the bay","the stairs","the bay","the stairs","0.0","0.0","metronomy","inxs","metronomy","inxs","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10936","musicbrainz_31289","0.0",,"how country feels","honest","how country feels","honest","0.0","0.0","randy houser","kodaline","randy houser","kodaline","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4431","musicbrainz_19484","0.0",,"wedding song","well","wedding song","well","0.0","0.0","thad fiscella, anaïs mitchell,  justin vernon","guster","thad fiscella, anaïs mitchell,  justin vernon","guster","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9381","musicbrainz_17950","0.0",,"the american nightmare","there is no love between us anymore (specially extended dance mix)","the american nightmare","there is no love between us anymore (specially extended dance mix)","0.0","0.0","ice nine kills","pop will eat itself","ice nine kills","pop will eat itself","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18004","musicbrainz_17133","0.0",,"all of the stars","all shadows","all of the stars","all shadows","0.0","0.0","ed sheeran","anna ternheim","ed sheeran","anna ternheim","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3737","musicbrainz_14576","0.0",,"sarcastrophe","say goodnight (acoustic)","sarcastrophe","say goodnight (acoustic)","0.0","0.0","slipknot","bullet for my valentine","slipknot","bullet for my valentine","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2466","musicbrainz_26379","0.0",,"thinkin bout you","the game never ends (demo version)","thinkin bout you","the game never ends (demo version)","0.0","0.0","frank ocean","stratovarius","frank ocean","stratovarius","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14592","musicbrainz_20972","0.0",,"the ghost inside","the happiest days of our lives (demo)","the ghost inside","the happiest days of our lives (demo)","0.0","0.0","broken bells","pink floyd","broken bells","pink floyd","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4839","musicbrainz_33654","0.0",,"caffeine (feat. lamar hall)","california girls","caffeine (feat. lamar hall)","california girls","0.0","0.0","jeff williams,  casey lee williams,  lamar hall","the beach boys","jeff williams,  casey lee williams,  lamar hall","the beach boys","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8652","musicbrainz_7715","0.0",,"take you higher - radio edit","taxi g7","take you higher - radio edit","taxi g7","0.0","0.0","goodwill,  hook n sling","phoenix","goodwill,  hook n sling","phoenix","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12498","musicbrainz_30501","0.0",,"how do you sleep?","hospital bells","how do you sleep?","hospital bells","0.0","0.0","sam smith","marianas trench","sam smith","marianas trench","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20227","musicbrainz_15003","0.0",,"barbie dreams","banging on a dead drum (wth 4-track demo)","barbie dreams","banging on a dead drum (wth 4-track demo)","0.0","0.0","nicki minaj","archers of loaf","nicki minaj","archers of loaf","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2442","musicbrainz_13849","0.0",,"slow and steady","slow","slow and steady","slow","0.0","0.0","of monsters and men","grouplove","of monsters and men","grouplove","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1246","musicbrainz_25915","0.0",,"she's got this thing about her","she’s so mean","she's got this thing about her","she’s so mean","0.0","0.0","chris young","matchbox twenty","chris young","matchbox twenty","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6493","musicbrainz_6899","0.0",,"with you, friends (long drive)","wish you were here (acoustic)","with you, friends (long drive)","wish you were here (acoustic)","0.0","0.0","skrillex","avril lavigne","skrillex","avril lavigne","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6050","musicbrainz_32070","0.0",,"thankful","the congregation","thankful","the congregation","0.0","0.0","meltycanon","rob zombie","meltycanon","rob zombie","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17421","musicbrainz_25150","0.0",,"i think i luv her","it happens each day (mono)","i think i luv her","it happens each day (mono)","0.0","0.0","tyla yaweh,  yg","the byrds","tyla yaweh,  yg","the byrds","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3292","musicbrainz_11380","0.0",,"he wants it all","heart attack (demo)","he wants it all","heart attack (demo)","0.0","0.0","forever jones","thin lizzy","forever jones","thin lizzy","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14","musicbrainz_33662","0.0",,"shoot it out","she’s goin’ bald","shoot it out","she’s goin’ bald","0.0","0.0","10 years","the beach boys","10 years","the beach boys","0.0","0.0"
"LinearCombinationMatchingRule","spotify_212","musicbrainz_26808","0.0",,"come together - live from fox theatre detroit, mi/2012","cortez the killer (live chicago 1989)","come together - live from fox theatre detroit, mi/2012","cortez the killer (live chicago 1989)","0.0","0.0","godsmack","slint","godsmack","slint","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7842","musicbrainz_7365","0.0",,"the legend of korra end credits","the fish (schindleria praematurus) (2015 stereo mix)","the legend of korra end credits","the fish (schindleria praematurus) (2015 stereo mix)","0.0","0.0","jeremy zuckerman","yes","jeremy zuckerman","yes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8830","musicbrainz_31934","0.0",,"whiskey drinking song","when are we waking up?","whiskey drinking song","when are we waking up?","0.0","0.0","jackson taylor & the sinners","mallory knox","jackson taylor & the sinners","mallory knox","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11536","musicbrainz_10791","0.0",,"the take (feat. chris brown)","the drapery falls","the take (feat. chris brown)","the drapery falls","0.0","0.0","tory lanez,  chris brown","opeth","tory lanez,  chris brown","opeth","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11965","musicbrainz_11369","0.0",,"don't ya","don't believe a word (live)","don't ya","don't believe a word (live)","0.0","0.0","brett eldredge","thin lizzy","brett eldredge","thin lizzy","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10046","musicbrainz_3290","0.0",,"on the horizon","only girl (in the world)","on the horizon","only girl (in the world)","0.0","0.0","manic focus","boyce avenue","manic focus","boyce avenue","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6735","musicbrainz_31091","0.0",,"love love love - au master","loam","love love love - au master","loam","0.0","0.0","avalanche city","balance and composure","avalanche city","balance and composure","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1852","musicbrainz_20628","0.0",,"modern slavery","modern man","modern slavery","modern man","0.0","0.0","huncho jack,  travis scott,  quavo","arcade fire","huncho jack,  travis scott,  quavo","arcade fire","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8558","musicbrainz_12323","0.0",,"the flood","the missing","the flood","the missing","0.0","0.0","escape the fate","deerhunter","escape the fate","deerhunter","0.0","0.0"
"LinearCombinationMatchingRule","spotify_7699","musicbrainz_1853","0.0",,"three rounds and a sound - daytrotter version","the beltway bandits","three rounds and a sound - daytrotter version","the beltway bandits","0.0","0.0","blind pilot","frank zappa","blind pilot","frank zappa","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2345","musicbrainz_1528","0.0",,"hell","hello men","hell","hello men","0.0","0.0","disturbed","pulled apart by horses","disturbed","pulled apart by horses","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16171","musicbrainz_448","0.0",,"girl on a train","girls in uniform","girl on a train","girls in uniform","0.0","0.0","skizzy mars","beady eye","skizzy mars","beady eye","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8170","musicbrainz_5018","0.0",,"like an animal","little lighthouse","like an animal","little lighthouse","0.0","0.0","rüfüs du sol","xtc","rüfüs du sol","xtc","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16915","musicbrainz_33287","0.0",,"mi segunda vida","milk (primal mix)","mi segunda vida","milk (primal mix)","0.0","0.0","la arrolladora banda el limón de rene camacho","garbage","la arrolladora banda el limón de rene camacho","garbage","0.0","0.0"
"LinearCombinationMatchingRule","spotify_685","musicbrainz_24839","0.0",,"still breathing","st. peter's day festival (live at nano-mugen circuit 2010)","still breathing","st. peter's day festival (live at nano-mugen circuit 2010)","0.0","0.0","green day","ra ra riot","green day","ra ra riot","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12032","musicbrainz_30684","0.0",,"lovers rock","looks like rain","lovers rock","looks like rain","0.0","0.0","tv girl","grateful dead","tv girl","grateful dead","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11026","musicbrainz_9328","0.0",,"the nights","that is the way","the nights","that is the way","0.0","0.0","avicii","xtc","avicii","xtc","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12742","musicbrainz_31603","0.0",,"watching the wheels","warm summer sun","watching the wheels","warm summer sun","0.0","0.0","john lennon","the mekons","john lennon","the mekons","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16783","musicbrainz_28445","0.0",,"como dijiste","coming home","como dijiste","coming home","0.0","0.0","""christine dclario""","avenged sevenfold","""christine dclario""","avenged sevenfold","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17108","musicbrainz_8712","0.0",,"already","all that i bleed (acoustic version)","already","all that i bleed (acoustic version)","0.0","0.0","kodak black","savatage","kodak black","savatage","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1316","musicbrainz_6519","0.0",,"blue velvet","bloody mary (nerve endings)","blue velvet","bloody mary (nerve endings)","0.0","0.0","lana del rey","silversun pickups","lana del rey","silversun pickups","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4157","musicbrainz_33033","0.0",,"making love out of nothing at all","matty groves","making love out of nothing at all","matty groves","0.0","0.0","air supply","fairport convention","air supply","fairport convention","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19702","musicbrainz_17686","0.0",,"songbird","solo dolo, part ii","songbird","solo dolo, part ii","0.0","0.0","aer","kid cudi","aer","kid cudi","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8852","musicbrainz_21981","0.0",,"the boys are back","the howler","the boys are back","the howler","0.0","0.0","dropkick murphys","king crimson","dropkick murphys","king crimson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2668","musicbrainz_33621","0.0",,"who you are","white flag","who you are","white flag","0.0","0.0","kurt hugo schneider,  anna clendening","gorillaz","kurt hugo schneider,  anna clendening","gorillaz","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14527","musicbrainz_27167","0.0",,"too comfortable","town to be blamed (live)","too comfortable","town to be blamed (live)","0.0","0.0","future","deacon blue","future","deacon blue","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10287","musicbrainz_17412","0.0",,"the way you used to do","there's no going back","the way you used to do","there's no going back","0.0","0.0","queens of the stone age","sick puppies","queens of the stone age","sick puppies","0.0","0.0"
"LinearCombinationMatchingRule","spotify_720","musicbrainz_33825","0.0",,"do it myself","don't go","do it myself","don't go","0.0","0.0","russ","bring me the horizon","russ","bring me the horizon","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11641","musicbrainz_14645","0.0",,"whiskey lullaby (feat. alison krauss)","whiskey bottle","whiskey lullaby (feat. alison krauss)","whiskey bottle","0.0","0.0","brad paisley,  alison krauss","uncle tupelo","brad paisley,  alison krauss","uncle tupelo","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9265","musicbrainz_31932","0.0",,"shinzo wo sasageyo!","shout at the moon","shinzo wo sasageyo!","shout at the moon","0.0","0.0","linked horizon","mallory knox","linked horizon","mallory knox","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19504","musicbrainz_17051","0.0",,"what do you want","when it comes to us","what do you want","when it comes to us","0.0","0.0","jerrod niemann","the asteroids galaxy tour","jerrod niemann","the asteroids galaxy tour","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1709","musicbrainz_33612","0.0",,"she's got a way with words","shy‐town","she's got a way with words","shy‐town","0.0","0.0","blake shelton","gorillaz","blake shelton","gorillaz","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4500","musicbrainz_27252","0.0",,"horizons","hold on to what you believe","horizons","hold on to what you believe","0.0","0.0","puscifer","mumford & sons","puscifer","mumford & sons","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1148","musicbrainz_29597","0.0",,"the finer things","the wedding","the finer things","the wedding","0.0","0.0","steve winwood","flyleaf","steve winwood","flyleaf","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15593","musicbrainz_25592","0.0",,"the final countdown","the horror","the final countdown","the horror","0.0","0.0","europe","ministry","europe","ministry","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17077","musicbrainz_33212","0.0",,"star67","stubborn love","star67","stubborn love","0.0","0.0","drake","the lumineers","drake","the lumineers","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17589","musicbrainz_26747","0.0",,"who will survive in america","what’s mine is yours","who will survive in america","what’s mine is yours","0.0","0.0","kanye west","ocean colour scene","kanye west","ocean colour scene","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3014","musicbrainz_13098","0.0",,"have it all","hawaii","have it all","hawaii","0.0","0.0","jason mraz","the beach boys","jason mraz","the beach boys","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13407","musicbrainz_15021","0.0",,"falling (blackbear remix)","fabricoh (marathon boombox demo)","falling (blackbear remix)","fabricoh (marathon boombox demo)","0.0","0.0","trevor daniel,  blackbear","archers of loaf","trevor daniel,  blackbear","archers of loaf","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10874","musicbrainz_11088","0.0",,"how to be a heartbreaker","how to handle a rope (a lesson in the lariat)","how to be a heartbreaker","how to handle a rope (a lesson in the lariat)","0.0","0.0","marina","queens of the stone age","marina","queens of the stone age","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11388","musicbrainz_27194","0.0",,"this is america","the living","this is america","the living","0.0","0.0","childish gambino","deacon blue","childish gambino","deacon blue","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2249","musicbrainz_21140","0.0",,"the book of love","the meaning of if","the book of love","the meaning of if","0.0","0.0","peter gabriel","amplifier","peter gabriel","amplifier","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11482","musicbrainz_2024","0.0",,"suge","sun in your eyes","suge","sun in your eyes","0.0","0.0","dababy","grizzly bear","dababy","grizzly bear","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10150","musicbrainz_17414","0.0",,"the girls on drugs","there's no going back (rock version)","the girls on drugs","there's no going back (rock version)","0.0","0.0","wale,  jeremih","sick puppies","wale,  jeremih","sick puppies","0.0","0.0"
"LinearCombinationMatchingRule","spotify_9536","musicbrainz_7500","0.0",,"thin white lies","the world or nothing","thin white lies","the world or nothing","0.0","0.0","5 seconds of summer","deaf havana","5 seconds of summer","deaf havana","0.0","0.0"
"LinearCombinationMatchingRule","spotify_4514","musicbrainz_27284","0.0",,"this song saved my life","the rage (live)","this song saved my life","the rage (live)","0.0","0.0","simple plan","judas priest","simple plan","judas priest","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11641","musicbrainz_13323","0.0",,"whiskey lullaby (feat. alison krauss)","when hell freezes over (the call of ktulu) [live at the keystone, palo alto, ca / october 31st, 1983]","whiskey lullaby (feat. alison krauss)","when hell freezes over (the call of ktulu) [live at the keystone, palo alto, ca / october 31st, 1983]","0.0","0.0","brad paisley,  alison krauss","metallica","brad paisley,  alison krauss","metallica","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16602","musicbrainz_9181","0.0",,"thunder storm","the new flesh (alternate cut)","thunder storm","the new flesh (alternate cut)","0.0","0.0","native american meditations","nine inch nails","native american meditations","nine inch nails","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5250","musicbrainz_24427","0.0",,"stay flo","straight back (5.1 mix)","stay flo","straight back (5.1 mix)","0.0","0.0","solange","fleetwood mac","solange","fleetwood mac","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1809","musicbrainz_24530","0.0",,"rain sound : monsun","rave on","rain sound : monsun","rave on","0.0","0.0","rain sounds factory sthlm","julian casablancas","rain sounds factory sthlm","julian casablancas","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1618","musicbrainz_895","0.0",,"life is worth living","lite av varje för ingen","life is worth living","lite av varje för ingen","0.0","0.0","justin bieber","bob hund","justin bieber","bob hund","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16350","musicbrainz_17178","0.0",,"like that","little hell","like that","little hell","0.0","0.0","bea miller","city and colour","bea miller","city and colour","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16451","musicbrainz_15157","0.0",,"in my head","intentions (joseph milligan remix)","in my head","intentions (joseph milligan remix)","0.0","0.0","ariana grande","anberlin","ariana grande","anberlin","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6416","musicbrainz_13694","0.0",,"the greatest","the white tower","the greatest","the white tower","0.0","0.0","lana del rey","summoning","lana del rey","summoning","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2861","musicbrainz_15712","0.0",,"sorry - original demo","so long","sorry - original demo","so long","0.0","0.0","beyoncé","paradise lost","beyoncé","paradise lost","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1718","musicbrainz_23902","0.0",,"threat of joy","theater","threat of joy","theater","0.0","0.0","the strokes","icon for hire","the strokes","icon for hire","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1230","musicbrainz_14176","0.0",,"the joy","the man don’t give a fuck (demo, october 1995)","the joy","the man don’t give a fuck (demo, october 1995)","0.0","0.0","jay-z,  kanye west,  curtis mayfield","super furry animals","jay-z,  kanye west,  curtis mayfield","super furry animals","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19064","musicbrainz_10965","0.0",,"they don't know","the real me (5.1 mix)","they don't know","the real me (5.1 mix)","0.0","0.0","jason aldean","the who","jason aldean","the who","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11347","musicbrainz_21929","0.0",,"love scars","london bye ta‐ta (mono decca master)","love scars","london bye ta‐ta (mono decca master)","0.0","0.0","trippie redd","david bowie","trippie redd","david bowie","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12068","musicbrainz_18360","0.0",,"like a wrecking ball","liquid arms","like a wrecking ball","liquid arms","0.0","0.0","eric church","birds of tokyo","eric church","birds of tokyo","0.0","0.0"
"LinearCombinationMatchingRule","spotify_19110","musicbrainz_30195","0.0",,"tallis one","talkin’ hawkin’ (5.1 mix)","tallis one","talkin’ hawkin’ (5.1 mix)","0.0","0.0","samuel lindon","pink floyd","samuel lindon","pink floyd","0.0","0.0"
"LinearCombinationMatchingRule","spotify_17564","musicbrainz_32733","0.0",,"this love isn't crazy","through","this love isn't crazy","through","0.0","0.0","carly rae jepsen","jimmy eat world","carly rae jepsen","jimmy eat world","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13431","musicbrainz_5461","0.0",,"thotiana","the walker","thotiana","the walker","0.0","0.0","blueface","fitz and the tantrums","blueface","fitz and the tantrums","0.0","0.0"
"LinearCombinationMatchingRule","spotify_14592","musicbrainz_31664","0.0",,"the ghost inside","the boys are back in town (remix)","the ghost inside","the boys are back in town (remix)","0.0","0.0","broken bells","thin lizzy","broken bells","thin lizzy","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2196","musicbrainz_15125","0.0",,"finger","fight fire with fire (garage demo)","finger","fight fire with fire (garage demo)","0.0","0.0","ty segall","metallica","ty segall","metallica","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3703","musicbrainz_4872","0.0",,"riptide - flicflac remix","ripple","riptide - flicflac remix","ripple","0.0","0.0","vance joy,  flicflac","grateful dead","vance joy,  flicflac","grateful dead","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5258","musicbrainz_9170","0.0",,"chariot (feat. meek mill, lil durk & young thug)","china shoes","chariot (feat. meek mill, lil durk & young thug)","china shoes","0.0","0.0","calboy,  meek mill,  lil durk,  young thug","blondie","calboy,  meek mill,  lil durk,  young thug","blondie","0.0","0.0"
"LinearCombinationMatchingRule","spotify_10622","musicbrainz_27525","0.0",,"bentley","before we run","bentley","before we run","0.0","0.0","sech,  myke towers","yo la tengo","sech,  myke towers","yo la tengo","0.0","0.0"
"LinearCombinationMatchingRule","spotify_13795","musicbrainz_29900","0.0",,"strip (feat. kevin mccall)","street jesus","strip (feat. kevin mccall)","street jesus","0.0","0.0","chris brown,  kevin mccall","aerosmith","chris brown,  kevin mccall","aerosmith","0.0","0.0"
"LinearCombinationMatchingRule","spotify_142","musicbrainz_26261","0.0",,"the stand","the florida sun","the stand","the florida sun","0.0","0.0","mother mother","the almost","mother mother","the almost","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8950","musicbrainz_24174","0.0",,"let us be","let down","let us be","let down","0.0","0.0","sammielz","versaemerge","sammielz","versaemerge","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15999","musicbrainz_30652","0.0",,"meanwhile back at mama's","metabolism","meanwhile back at mama's","metabolism","0.0","0.0","tim mcgraw,  faith hill","the strokes","tim mcgraw,  faith hill","the strokes","0.0","0.0"
"LinearCombinationMatchingRule","spotify_18635","musicbrainz_26227","0.0",,"las tres llamadas","last night for a table of two","las tres llamadas","last night for a table of two","0.0","0.0","los cuates de sinaloa","mayday parade","los cuates de sinaloa","mayday parade","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2445","musicbrainz_17942","0.0",,"the railroad","there is no love between us anymore","the railroad","there is no love between us anymore","0.0","0.0","goodnight,  texas","pop will eat itself","goodnight,  texas","pop will eat itself","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16923","musicbrainz_13048","0.0",,"all night","all mod cons","all night","all mod cons","0.0","0.0","icona pop","the jam","icona pop","the jam","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5987","musicbrainz_9994","0.0",,"did i","divine","did i","divine","0.0","0.0","kehlani","moonbabies","kehlani","moonbabies","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3334","musicbrainz_11038","0.0",,"hand covers bruise","halo on fire","hand covers bruise","halo on fire","0.0","0.0","trent reznor and atticus ross","metallica","trent reznor and atticus ross","metallica","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16455","musicbrainz_13298","0.0",,"someone i used to know","so dead (house in the woods demo)","someone i used to know","so dead (house in the woods demo)","0.0","0.0","zac brown band","manic street preachers","zac brown band","manic street preachers","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16869","musicbrainz_12701","0.0",,"blowin' smoke","blurry nights","blowin' smoke","blurry nights","0.0","0.0","kacey musgraves","hayden","kacey musgraves","hayden","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12260","musicbrainz_18760","0.0",,"happy pills","hand-made","happy pills","hand-made","0.0","0.0","weathers","alt-j","weathers","alt-j","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6076","musicbrainz_24651","0.0",,"silvera","sidewalking (7″ mix)","silvera","sidewalking (7″ mix)","0.0","0.0","gojira","the jesus and mary chain","gojira","the jesus and mary chain","0.0","0.0"
"LinearCombinationMatchingRule","spotify_650","musicbrainz_18588","0.0",,"hercules","hey now","hercules","hey now","0.0","0.0","young thug","matt & kim","young thug","matt & kim","0.0","0.0"
"LinearCombinationMatchingRule","spotify_5446","musicbrainz_28953","0.0",,"halo / walking on sunshine (glee cast version)","hanging","halo / walking on sunshine (glee cast version)","hanging","0.0","0.0","glee cast","nothing but thieves","glee cast","nothing but thieves","0.0","0.0"
"LinearCombinationMatchingRule","spotify_2907","musicbrainz_10645","0.0",,"yours if you want it","you’re still here","yours if you want it","you’re still here","0.0","0.0","rascal flatts","poets of the fall","rascal flatts","poets of the fall","0.0","0.0"
"LinearCombinationMatchingRule","spotify_1901","musicbrainz_25623","0.0",,"nothing to regret","not for me","nothing to regret","not for me","0.0","0.0","robinson","o.a.r.","robinson","o.a.r.","0.0","0.0"
"LinearCombinationMatchingRule","spotify_15073","musicbrainz_32061","0.0",,"low key","love and war","low key","love and war","0.0","0.0","$uicideboy$","lawson","$uicideboy$","lawson","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8788","musicbrainz_9595","0.05714285714285714",,"one day / reckoning song (wankelmut remix) - radio edit","once in a while (2014 mix/crc demo)","one day / reckoning song (wankelmut remix) - radio edit","once in a while (2014 mix/crc demo)","0.0","0.0","asaf avidan & the mojos,  wankelmut","the smashing pumpkins","asaf avidan & the mojos,  wankelmut","the smashing pumpkins","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","spotify_11090","musicbrainz_11523","0.0",,"come get her","coney island steeplechase (2014 mix)","come get her","coney island steeplechase (2014 mix)","0.0","0.0","rae sremmurd","the velvet underground","rae sremmurd","the velvet underground","0.0","0.0"
"LinearCombinationMatchingRule","spotify_6896","musicbrainz_9828","0.1",,"angel duster","an ivory hand","angel duster","an ivory hand","0.0","0.0","run the jewels","the cribs","run the jewels","the cribs","0.25","0.25"
"LinearCombinationMatchingRule","spotify_10751","musicbrainz_11483","0.0",,"country girl (shake it for me)","cool it down (mono)","country girl (shake it for me)","cool it down (mono)","0.0","0.0","luke bryan","the velvet underground","luke bryan","the velvet underground","0.0","0.0"
"LinearCombinationMatchingRule","spotify_20064","musicbrainz_13404","0.0",,"doubt it","do her wrong","doubt it","do her wrong","0.0","0.0","kyle","atom smash","kyle","atom smash","0.0","0.0"
"LinearCombinationMatchingRule","spotify_12005","musicbrainz_24875","0.0",,"red nose","reverse","red nose","reverse","0.0","0.0","sage the gemini","goo goo dolls","sage the gemini","goo goo dolls","0.0","0.0"
"LinearCombinationMatchingRule","spotify_11536","musicbrainz_1020","0.0",,"the take (feat. chris brown)","the barbarian","the take (feat. chris brown)","the barbarian","0.0","0.0","tory lanez,  chris brown","emerson, lake & palmer","tory lanez,  chris brown","emerson, lake & palmer","0.0","0.0"
"LinearCombinationMatchingRule","spotify_16505","musicbrainz_6378","0.0",,"recap (feat. don toliver)","ready or not","recap (feat. don toliver)","ready or not","0.0","0.0","nav,  don toliver","go radio","nav,  don toliver","go radio","0.0","0.0"
"LinearCombinationMatchingRule","spotify_3511","musicbrainz_24558","0.0",,"shivaratri","shake me down (acoustic)","shivaratri","shake me down (acoustic)","0.0","0.0","benjy wertheimer,  john de kadt","cage the elephant","benjy wertheimer,  john de kadt","cage the elephant","0.0","0.0"
"LinearCombinationMatchingRule","spotify_8646","musicbrainz_20662","0.0",,"what yo name iz? (feat. wale, big sean and bun b) - remix","what happened","what yo name iz? (feat. wale, big sean and bun b) - remix","what happened","0.0","0.0","kirko bangz,  big sean,  bun b,  wale","the invisible","kirko bangz,  big sean,  bun b,  wale","the invisible","0.0","0.0"
